Constraint,CapRes_1
t951,1.0863144052762678e-6
t952,1.2322675445387289e-6
t953,1.6439703407778346e-6
t954,3.1021528244044194e-6
t955,3.2670461771582663e-6
t956,2.831552179984033e-6
t957,2.633554927653765e-6
t958,2.5731091671446316e-6
t959,2.2501209512015914e-6
t960,1.6833106759390708e-6
t961,1.5117813809992944e-6
t962,1.476427055436257e-6
t963,1.4381849402042563e-6
t964,1.5159329621483082e-6
t965,1.497286424735014e-6
t966,1.7794013420011796e-6
t967,2.034935246449227e-6
t968,2.2410639066614135e-6
t969,1.8073441682234091e-6
t970,1.3122895209560654e-6
t971,1.2543491806483657e-6
t972,1.3087364257902963e-6
t973,1.337340235365023e-6
t974,1.4025047675134444e-6
t975,1.5178435809904848e-6
t976,1.6011585503287778e-6
t977,2.759508806066129e-6
t978,3.4215579397510433e-6
t979,3.271590701081559e-6
t980,2.96470217226602e-6
t981,2.4091739158650177e-6
t982,2.0693666126290287e-6
t983,1.5760851717957205e-6
t984,1.4111316393711267e-6
t985,1.3372562661922958e-6
t986,1.4270585872879667e-6
t987,1.4914658561741388e-6
t988,1.5138231954874797e-6
t989,1.5303475165428937e-6
t990,1.589593148215926e-6
t991,1.794345280828309e-6
t992,1.828880881011211e-6
t993,2.225968606334281e-6
t994,2.1513541065009116e-6
t995,1.7908686264632802e-6
t996,1.6404903421676578e-6
t997,1.9090953979565316e-6
t998,1.932308386075995e-6
t999,1.6457021424224902e-6
t1000,1.7234275773887804e-6
t1001,1.6121482378385317e-6
t1002,1.4146088838370245e-6
t1003,1.3911360075482556e-6
t1004,1.4466153974718449e-6
t1005,1.3500753189731505e-6
t1006,1.2446097489387744e-6
t1007,1.128226883270415e-6
t1008,1.046244516599374e-6
t1009,1.0464056432470262e-6
t1010,1.0543036521678255e-6
t1011,1.0176997868779559e-6
t1012,1.025530199514373e-6
t1013,1.0373161720482044e-6
t1014,1.0260964989657285e-6
t1015,1.0333349120757026e-6
t1016,1.1066844358920846e-6
t1017,1.1155002886387327e-6
t1018,9.999090577101519e-7
t1019,9.623934575902365e-7
t1020,1.0553957430009588e-6
t1021,8.81801253189156e-7
t1022,9.220209287112236e-7
t1023,9.207054180207382e-7
t1024,1.0416560193021294e-6
t1025,1.3314788937136228e-6
t1026,1.5924985462394463e-6
t1027,1.6895587959705092e-6
t1028,1.6928981138193942e-6
t1029,1.5849309013569298e-6
t1030,1.5196180306731104e-6
t1031,1.3715047034764848e-6
t1032,1.194940099543685e-6
t1033,1.1302904103655368e-6
t1034,1.1173783637673778e-6
t1035,1.1499709244742717e-6
t1036,1.1809450260335758e-6
t1037,1.1260119936976209e-6
t1038,1.3792015532427862e-6
t1039,1.7255660000011716e-6
t1040,1.7637357166440236e-6
t1041,1.46405202208163e-6
t1042,1.2293596204871196e-6
t1043,1.1721082310742391e-6
t1044,1.1240519311732898e-6
t1045,1.1172332105194674e-6
t1046,1.0353742278763738e-6
t1047,9.910324332548224e-7
t1048,1.0908788842809651e-6
t1049,1.3732516256081616e-6
t1050,2.208050337116322e-6
t1051,2.1587567266975324e-6
t1052,2.1196985942013605e-6
t1053,1.951289549591739e-6
t1054,1.6851381793058008e-6
t1055,1.4694676320876764e-6
t1056,1.3352892315064829e-6
t1057,1.256143052079681e-6
t1058,1.3529615777601584e-6
t1059,1.4411496208824026e-6
t1060,1.4612971094892641e-6
t1061,1.5901816177213728e-6
t1062,1.8461289407938638e-6
t1063,2.194588416062667e-6
t1064,2.890182784049594e-6
t1065,3.5220141002859365e-6
t1066,2.5274201889217473e-6
t1067,2.25661140873023e-6
t1068,2.111002775024417e-6
t1069,1.9429734029180564e-6
t1070,1.8086816860233387e-6
t1071,1.8899450689038556e-6
t1072,1.9259954686962098e-6
t1073,2.873583050582171e-6
t1074,3.2942025684893345e-6
t1075,3.5895809847342945e-6
t1076,3.1081028730048985e-6
t1077,2.900091376092574e-6
t1078,2.745314455746691e-6
t1079,2.519048264503343e-6
t1080,1.9944076043598856e-6
t1081,1.7185040084710135e-6
t1082,1.6863659801881081e-6
t1083,1.7918253262572656e-6
t1084,1.8205699358913733e-6
t1085,1.8647219313234941e-6
t1086,2.3400999677529117e-6
t1087,3.0379793014084585e-6
t1088,3.4461168437460418e-6
t1089,3.570794190750713e-6
t1090,2.8998821838364313e-6
t1091,2.476991532347057e-6
t1092,2.3869184777634134e-6
t1093,2.285891741667212e-6
t1094,2.2191752184571076e-6
t1095,2.0803912647716856e-6
t1096,2.555126156416623e-6
t1097,2.91064907145237e-6
t1098,4.43022921355473e-6
t1099,4.662922061543106e-6
t1100,3.7204877157985266e-6
t1101,3.396905524704971e-6
t1102,3.1434806404631616e-6
t1103,2.834187672337276e-6
t1104,2.1476202479153066e-6
t1105,1.9134743223032643e-6
t1106,1.6828756221241196e-6
t1107,1.624354418006909e-6
t1108,1.6180590507339288e-6
t1109,1.646965091670029e-6
t1110,1.9728902312999806e-6
t1111,3.2570428147034308e-6
t1112,3.722957425483034e-6
t1113,3.1562787162221078e-6
t1114,2.1322789083035385e-6
t1115,2.005587180322376e-6
t1116,2.026285932965765e-6
t1117,2.044387931361454e-6
t1118,2.0851231168129248e-6
t1119,2.237928132755869e-6
t1120,2.9107098463203524e-6
t1121,4.328534444936787e-6
t1122,4.653568938427456e-6
t1123,4.4076612338304654e-6
t1124,3.6999538062000112e-6
t1125,3.6269120062532913e-6
t1126,3.249111506262056e-6
t1127,2.481206884301349e-6
t1128,1.9152778468533467e-6
t1129,1.778560523317309e-6
t1130,1.7385981601204543e-6
t1131,1.7050004891505874e-6
t1132,1.719101852337835e-6
t1133,1.8599872659843711e-6
t1134,2.0927359233546953e-6
t1135,2.2959953674454575e-6
t1136,2.229302619190947e-6
t1137,2.7931809343524448e-6
t1138,2.3373235846975423e-6
t1139,1.9252081039141617e-6
t1140,1.8373397080620335e-6
t1141,1.74550342130647e-6
t1142,1.7169610584467324e-6
t1143,1.7181669716903353e-6
t1144,1.8004570397547691e-6
t1145,2.2878107484868177e-6
t1146,2.305626194802217e-6
t1147,1.9196473259638573e-6
t1148,1.9104282343134514e-6
t1149,1.5623913117472506e-6
t1150,1.4431007763648527e-6
t1151,1.301191305661559e-6
t1152,1.2052629802195705e-6
t1153,1.1765523315466908e-6
t1154,1.062703705508598e-6
t1155,1.0432979419721809e-6
t1156,1.0537478107578226e-6
t1157,1.0251033747552854e-6
t1158,1.0766219855619632e-6
t1159,1.1510507190644312e-6
t1160,1.3677518935873413e-6
t1161,1.0444863599307298e-6
t1162,8.720312282072739e-7
t1163,8.347853780118221e-7
t1164,9.080200168903748e-7
t1165,1.052449418852826e-6
t1166,9.444226951954033e-7
t1167,9.328907595218728e-7
t1168,1.028596313107172e-6
t1169,1.3008477430950214e-6
t1170,1.31106339820731e-6
t1171,1.251602503940304e-6
t1172,1.2039929135783906e-6
t1173,1.2059901769649547e-6
t1174,1.1907635905116398e-6
t1175,1.0896410115074182e-6
t1176,1.0922908206465153e-6
t1177,1.0773427339800035e-6
t1178,1.0598830473568732e-6
t1179,1.0294543519832966e-6
t1180,1.0257773258012915e-6
t1181,1.0339642081263182e-6
t1182,1.0469044716794165e-6
t1183,1.0631548311898432e-6
t1184,1.1679697800338724e-6
t1185,1.0748199831178744e-6
t1186,9.607114516460006e-7
t1187,9.474836177186069e-7
t1188,1.0428448018085336e-6
t1189,1.0211644426862733e-6
t1190,1.090181248345383e-6
t1191,1.0037804683927274e-6
t1192,1.0778841599804723e-6
t1193,1.4279236907803525e-6
t1194,2.064708188160038e-6
t1195,2.143880069219332e-6
t1196,2.016567515502817e-6
t1197,1.934028025261407e-6
t1198,1.7080162640006466e-6
t1199,1.3998331006641286e-6
t1200,1.2457844287598905e-6
t1201,1.124261991592487e-6
t1202,1.121730150618299e-6
t1203,1.0165419793583886e-6
t1204,1.0203998073629359e-6
t1205,1.0432335466606808e-6
t1206,1.1205219308015458e-6
t1207,1.1506157862750057e-6
t1208,1.389678114789323e-6
t1209,1.2414047434412233e-6
t1210,1.017242383169513e-6
t1211,9.077379588292594e-7
t1212,9.297534251964235e-7
t1213,9.29341446366194e-7
t1214,1.0107370858404965e-6
t1215,1.0389077306375454e-6
t1216,9.016334040398004e-7
t1217,1.1301040688943145e-6
t1218,1.4513910498728639e-6
t1219,1.642371487437905e-6
t1220,1.503473730441242e-6
t1221,1.3999505192983717e-6
t1222,1.3715723238323545e-6
t1223,1.3003014873550814e-6
t1224,1.2347772991964792e-6
t1225,1.2231462561472332e-6
t1226,1.2080790171617066e-6
t1227,1.1787265284915298e-6
t1228,1.1793819304175404e-6
t1229,1.186490750274668e-6
t1230,1.486773652601818e-6
t1231,2.2734833531325094e-6
t1232,2.9183741918456548e-6
t1233,2.0485876578274273e-6
t1234,1.9567859863328884e-6
t1235,1.9187947499147613e-6
t1236,1.8356027050124112e-6
t1237,1.8653197608531662e-6
t1238,1.8990828355162177e-6
t1239,2.23695088825956e-6
t1240,2.2857183519174724e-6
t1241,1.7886462439318682e-6
t1242,1.8891183743283237e-6
t1243,1.9613383855010195e-6
t1244,1.5222070866865646e-6
t1245,1.4027138043605536e-6
t1246,1.3221964253634378e-6
t1247,1.2157373506340093e-6
t1248,1.222267649698164e-6
t1249,1.1765370812801185e-6
t1250,1.1255888462129147e-6
t1251,1.0855735209564214e-6
t1252,1.0576853399417432e-6
t1253,1.1244013848672704e-6
t1254,1.229671215758148e-6
t1255,1.2844991229904743e-6
t1256,1.7655949447153362e-6
t1257,1.9969610232720944e-6
t1258,1.2773351395829185e-6
t1259,1.2271939828727904e-6
t1260,1.2914662140912717e-6
t1261,1.0632344514881173e-6
t1262,1.0082939520039944e-6
t1263,9.823844539898515e-7
t1264,1.0950829491417802e-6
t1265,1.5039213127573537e-6
t1266,1.5948746782656492e-6
t1267,1.455749241740225e-6
t1268,1.5721586000361013e-6
t1269,1.6327894529204687e-6
t1270,1.654040589360368e-6
t1271,1.3953600706425478e-6
t1272,1.3487006460603925e-6
t1273,1.2729069719533935e-6
t1274,1.160423802967872e-6
t1275,1.0581753663404762e-6
t1276,1.0049564879272583e-6
t1277,1.0188838855439095e-6
t1278,1.076679546648696e-6
t1279,1.2102957634176278e-6
t1280,1.383282704091994e-6
t1281,1.6145434478162172e-6
t1282,1.346249767286091e-6
t1283,1.248237562903083e-6
t1284,1.058613224718961e-6
t1285,1.133695848068876e-6
t1286,1.1016945279417098e-6
t1287,1.1082275081794646e-6
t1288,1.0875193890566772e-6
t1289,1.3334847599829835e-6
t1290,1.6875399511337896e-6
t1291,1.3663114737769051e-6
t1292,1.3614358691252914e-6
t1293,1.3238976059451463e-6
t1294,1.3017342732475262e-6
t1295,1.2137298222752015e-6
t1296,1.1961512225563697e-6
t1297,1.192359306957577e-6
t1298,1.1424675319018408e-6
t1299,1.1756631971363107e-6
t1300,1.207874978463701e-6
t1301,1.2319847746954577e-6
t1302,1.267166231878589e-6
t1303,1.446918468441815e-6
t1304,1.967499398611639e-6
t1305,2.0717435363327492e-6
t1306,2.1543439006438093e-6
t1307,2.140650783314652e-6
t1308,2.1996274195713463e-6
t1309,2.2037145701277282e-6
t1310,1.7070911388204865e-6
t1311,1.9488499216547065e-6
t1312,1.9267432986118223e-6
t1313,1.716626931052573e-6
t1314,1.5504539678953795e-6
t1315,1.4439937061506784e-6
t1316,1.4197852293247893e-6
t1317,1.339976710758853e-6
t1318,1.303948298121248e-6
t1319,1.2725548903370566e-6
t1320,1.1779469256004604e-6
t1321,1.1538555965143798e-6
t1322,1.1747655208875504e-6
t1323,1.2404817945955868e-6
t1324,1.239388331016966e-6
t1325,1.2234955959262458e-6
t1326,1.1719143810494535e-6
t1327,1.1803967990193635e-6
t1328,1.3704093918465564e-6
t1329,1.1556387677981938e-6
t1330,1.124835216408881e-6
t1331,1.0148392926150414e-6
t1332,1.114776426025012e-6
t1333,1.074771447517e-6
t1334,1.068377765174046e-6
t1335,1.0824822643344633e-6
t1336,1.0463496906131348e-6
t1337,1.263263120755878e-6
t1338,1.3277470427040783e-6
t1339,1.1940225909708058e-6
t1340,1.1799556585193021e-6
t1341,1.1295214226178637e-6
t1342,1.1146334524529904e-6
t1343,1.0942163329927762e-6
t1344,1.0822721440637417e-6
t1345,1.067368457029421e-6
t1346,1.0293818236165926e-6
t1347,1.025079231218041e-6
t1348,1.0265721034018392e-6
t1349,1.0402846682524038e-6
t1350,1.0591582734142826e-6
t1351,1.0408421530243924e-6
t1352,1.0534194678960833e-6
t1353,8.962368019715805e-7
t1354,8.308739210344146e-7
t1355,8.7425233528744e-7
t1356,8.09792176439107e-7
t1357,8.220848499242143e-7
t1358,7.986102243813727e-7
t1359,7.796886079443168e-7
t1360,7.227095782892945e-7
t1361,9.431973098841788e-7
t1362,1.343033358140069e-6
t1363,1.8013732334652858e-6
t1364,1.7219057391909248e-6
t1365,1.5320742275770907e-6
t1366,1.4768087081381877e-6
t1367,1.371391711258807e-6
t1368,1.3388466323311466e-6
t1369,1.3507886675776213e-6
t1370,1.2423581186592045e-6
t1371,1.3530287096961061e-6
t1372,1.321726518797754e-6
t1373,1.4245487939833254e-6
t1374,1.8269394590435887e-6
t1375,2.4537516367796e-6
t1376,2.7618268804026363e-6
t1377,1.9990777689100275e-6
t1378,1.8525773459038078e-6
t1379,1.7995616605381566e-6
t1380,1.6827936837738837e-6
t1381,1.5730934156283428e-6
t1382,1.5537658159441815e-6
t1383,1.5766441353780458e-6
t1384,1.920383469831961e-6
t1385,1.8261583972164554e-6
t1386,1.634174533618875e-6
t1387,1.7253178358399761e-6
t1388,1.4457480321599107e-6
t1389,1.3670329062158468e-6
t1390,1.3206645174937673e-6
t1391,1.243952483839102e-6
t1392,1.1765083134431889e-6
t1393,1.0780784957162008e-6
t1394,1.0251126043975104e-6
t1395,1.0513296309394132e-6
t1396,1.0155460328421182e-6
t1397,1.050665956905363e-6
t1398,1.1172062328836936e-6
t1399,1.242367491709945e-6
t1400,1.6360651785088101e-6
t1401,1.2938456163951511e-6
t1402,1.0927556525496384e-6
t1403,1.0129435080373295e-6
t1404,1.0337466808770798e-6
t1405,9.967490373467632e-7
t1406,9.167069229049136e-7
t1407,9.054916982281544e-7
t1408,9.18175066106248e-7
t1409,1.121664002444253e-6
t1410,2.2278397289878215e-6
t1411,2.680107648235582e-6
t1412,3.4005785859849505e-6
t1413,3.0814237046419695e-6
t1414,2.354429396539033e-6
t1415,1.79944025317513e-6
t1416,1.623325544307906e-6
t1417,1.095682745279666e-6
t1418,1.0566305490808602e-6
t1419,1.0523772271442094e-6
t1420,1.055258398248314e-6
t1421,1.0630443093642154e-6
t1422,1.1320569076115756e-6
t1423,1.2756058093961045e-6
t1424,1.3829898977133614e-6
t1425,1.4905926641501828e-6
t1426,1.4758546199343512e-6
t1427,1.556553221695683e-6
t1428,1.681749114886942e-6
t1429,1.7050754059265173e-6
t1430,1.7181455924757633e-6
t1431,1.7699334886747722e-6
t1432,2.1963597884746558e-6
t1433,2.2542391847206054e-6
t1434,2.2921382717510654e-6
t1435,1.9879468647524484e-6
t1436,1.7884794550456187e-6
t1437,1.5215499972319637e-6
t1438,1.3998809132375515e-6
t1439,1.3598755274075755e-6
t1440,1.2930566883511178e-6
t1441,1.2243348668111824e-6
t1442,1.159318294708534e-6
t1443,1.172773019879007e-6
t1444,1.1801179646896844e-6
t1445,1.18300323536849e-6
t1446,1.3585161680128734e-6
t1447,1.4941235322682471e-6
t1448,2.1981648069003964e-6
t1449,1.8776507147904151e-6
t1450,1.856077327138533e-6
t1451,1.8379898557903666e-6
t1452,1.8592489571022802e-6
t1453,1.8447623200430915e-6
t1454,1.8103009685197675e-6
t1455,1.8479732554677e-6
t1456,1.9588019528351047e-6
t1457,2.7386964841162062e-6
t1458,3.5119674738821264e-6
t1459,3.770081742788772e-6
t1460,3.1229667707311863e-6
t1461,2.5862771543668593e-6
t1462,2.1557218628231973e-6
t1463,1.4696077895694815e-6
t1464,1.199374100938392e-6
t1465,1.082024937726585e-6
t1466,1.0464476799738813e-6
t1467,1.0336779030498406e-6
t1468,1.0319219723893236e-6
t1469,1.0316038289352175e-6
t1470,1.0436206472861662e-6
t1471,1.0623633207930502e-6
t1472,1.102658537278727e-6
t1473,1.2015861159866854e-6
t1474,1.2748845699532554e-6
t1475,1.2906179181505236e-6
t1476,1.2918313888748622e-6
t1477,1.3225595436686304e-6
t1478,1.6956299970330368e-6
t1479,1.7141254078653365e-6
t1480,1.3516044632113393e-6
t1481,1.2619725976404094e-6
t1482,1.6293099221640593e-6
t1483,1.3627737395397974e-6
t1484,1.34648633774191e-6
t1485,1.3107404430255195e-6
t1486,1.225039782536408e-6
t1487,1.153284318643356e-6
t1488,1.0603373054398021e-6
t1489,1.042931237999875e-6
t1490,1.0273515371545966e-6
t1491,1.0162423108621437e-6
t1492,1.0164505770298987e-6
t1493,1.087264557110537e-6
t1494,1.099657732024105e-6
t1495,1.1249113866509476e-6
t1496,1.4475243406858012e-6
t1497,1.7894386222180918e-6
t1498,2.0749903453387734e-6
t1499,2.1263829611012615e-6
t1500,1.8024249073575243e-6
t1501,1.6546018153614587e-6
t1502,1.7048611812823752e-6
t1503,1.6860291539950683e-6
t1504,1.7024718184426643e-6
t1505,2.248228254438812e-6
t1506,2.6489020269954963e-6
t1507,3.1681219721746936e-6
t1508,2.7031713230607916e-6
t1509,2.513248043798717e-6
t1510,2.0730227947634822e-6
t1511,1.6224112179923756e-6
t1512,1.3918315714267634e-6
t1513,1.3188000643144275e-6
t1514,1.1713773077807779e-6
t1515,1.1824575096928465e-6
t1516,1.182229936411305e-6
t1517,1.2844403493144797e-6
t1518,1.327098929844712e-6
t1519,1.6966431195860306e-6
t1520,2.2607314994694983e-6
t1521,1.50085066358142e-6
t1522,1.0895065884335639e-6
t1523,9.685112219069936e-7
t1524,9.229793259609744e-7
t1525,9.567798585077398e-7
t1526,8.412183293487117e-7
t1527,8.332462706754414e-7
t1528,8.491825593141563e-7
t1529,1.096192501554646e-6
t1530,1.5403143012520135e-6
t1531,2.0847266542984318e-6
t1532,2.0231155343660846e-6
t1533,1.539632819627565e-6
t1534,1.477916057375726e-6
t1535,1.388420722320436e-6
t1536,1.271488459439231e-6
t1537,1.1208332382261125e-6
t1538,1.0853101867381256e-6
t1539,1.0987600378036424e-6
t1540,1.0987612899688e-6
t1541,1.1435977640106085e-6
t1542,1.1880412159327622e-6
t1543,1.2997811254660994e-6
t1544,1.3576121767310166e-6
t1545,1.167515356188952e-6
t1546,1.004462990886955e-6
t1547,1.1888648681514262e-6
t1548,1.2092471533375596e-6
t1549,1.3537246022908581e-6
t1550,1.4564155500228477e-6
t1551,1.2785803556949957e-6
t1552,1.2640084064273066e-6
t1553,1.5480966769740066e-6
t1554,2.4486431227363174e-6
t1555,3.0476773185223772e-6
t1556,3.4780283580943406e-6
t1557,2.8785637161513906e-6
t1558,2.4750871555151476e-6
t1559,1.9332950097106244e-6
t1560,1.785989825804115e-6
t1561,1.5476848071262868e-6
t1562,1.383290451665696e-6
t1563,1.1160367238161576e-6
t1564,1.1340200076522017e-6
t1565,1.144171979273883e-6
t1566,1.3683347710253177e-6
t1567,1.442354262248428e-6
t1568,1.6514636712224484e-6
t1569,1.2992026564212014e-6
t1570,1.0786065117831943e-6
t1571,9.226481377115976e-7
t1572,9.332359178837122e-7
t1573,8.723617350797691e-7
t1574,8.228133633817041e-7
t1575,9.331588015749853e-7
t1576,9.481004997029372e-7
t1577,1.0439381884950907e-6
t1578,1.2388260875423742e-6
t1579,1.34470544515113e-6
t1580,1.3321718117084523e-6
t1581,1.2977506527075582e-6
t1582,1.2372281123520683e-6
t1583,1.0977279399007438e-6
t1584,1.0606291579181476e-6
t1585,1.0360206017639718e-6
t1586,9.825161844448077e-7
t1587,9.603783831752926e-7
t1588,9.58186226468977e-7
t1589,9.888124403009173e-7
t1590,1.0782424653170706e-6
t1591,1.0769385212564452e-6
t1592,1.1741880164393224e-6
t1593,1.0849191008220629e-6
t1594,1.0061555225947137e-6
t1595,9.393185215302989e-7
t1596,9.103315858258276e-7
t1597,9.468184965279123e-7
t1598,9.0973828027414e-7
t1599,9.556341271694731e-7
t1600,1.1449189897891586e-6
t1601,1.537447561906722e-6
t1602,1.5164046306511003e-6
t1603,1.3017117017460865e-6
t1604,1.327503454545703e-6
t1605,1.3157550236955879e-6
t1606,1.2033052626492376e-6
t1607,1.0944558753841832e-6
t1608,1.0730746667796067e-6
t1609,1.0746749889939838e-6
t1610,1.0365000241892573e-6
t1611,9.756350969474987e-7
t1612,9.631066997841475e-7
t1613,9.95351639299686e-7
t1614,1.0468120763348982e-6
t1615,1.1167150815586218e-6
t1616,1.177137196282742e-6
t1617,1.1051066818670596e-6
t1618,1.0107978764954421e-6
t1619,1.178753723811711e-6
t1620,1.1971930775668494e-6
t1621,1.1359286759314825e-6
t1622,1.1738451846249795e-6
t1623,1.1801589775109882e-6
t1624,1.0984101651562516e-6
t1625,1.286080070208521e-6
t1626,2.234709002567116e-6
t1627,2.006309961272613e-6
t1628,1.9608229305331046e-6
t1629,1.9038438762331947e-6
t1630,2.0410697345801116e-6
t1631,1.93946642261717e-6
t1632,1.452523873775548e-6
t1633,1.2875592504448466e-6
t1634,1.22207407856791e-6
t1635,1.0693967376634341e-6
t1636,1.0317169647369982e-6
t1637,1.0378825886328465e-6
t1638,1.0422391617218652e-6
t1639,1.0305648589898661e-6
t1640,1.4420201649602137e-6
t1641,1.0336187967127648e-6
t1642,9.867421250199377e-7
t1643,1.0294000052617475e-6
t1644,1.0415267903744014e-6
t1645,9.886438250733132e-7
t1646,9.446103090454284e-7
t1647,9.702930179712125e-7
t1648,1.0222271175096705e-6
t1649,1.2206532185570634e-6
t1650,2.0487461923135426e-6
t1651,2.3610809603872314e-6
t1652,2.34710569946824e-6
t1653,2.263962434089986e-6
t1654,2.166907374596431e-6
t1655,1.913375928290168e-6
t1656,1.7260305432192788e-6
t1657,1.4518009367744526e-6
t1658,1.3436543641603785e-6
t1659,1.2348292819145582e-6
t1660,1.208446682176722e-6
t1661,1.2323108377512156e-6
t1662,1.223950804354738e-6
t1663,1.167328102595994e-6
t1664,1.1947919026365845e-6
t1665,1.1619102611737988e-6
t1666,1.0197099910709116e-6
t1667,1.0809109204581382e-6
t1668,1.0258557420338391e-6
